bbox_bounds,winsize
"(332, 4648, 610, 4926)",278
"(332, 4814, 610, 5092)",278
"(332, 4980, 610, 5258)",278
"(332, 5146, 610, 5424)",278
"(332, 5312, 610, 5590)",278
"(498, 0, 776, 278)",278
"(498, 166, 776, 444)",278
"(498, 332, 776, 610)",278
"(498, 498, 776, 776)",278
"(498, 664, 776, 942)",278
"(498, 830, 776, 1108)",278
"(498, 996, 776, 1274)",278
"(498, 1162, 776, 1440)",278
"(498, 1328, 776, 1606)",278
"(498, 1494, 776, 1772)",278
"(498, 1660, 776, 1938)",278
"(498, 1826, 776, 2104)",278
"(498, 1992, 776, 2270)",278
"(498, 2158, 776, 2436)",278
"(498, 2324, 776, 2602)",278
"(498, 2490, 776, 2768)",278
"(498, 2656, 776, 2934)",278
"(498, 2822, 776, 3100)",278
"(498, 2988, 776, 3266)",278
"(498, 3154, 776, 3432)",278
"(498, 3320, 776, 3598)",278
"(498, 3486, 776, 3764)",278
"(498, 3652, 776, 3930)",278
"(498, 3818, 776, 4096)",278
"(498, 3984, 776, 4262)",278
"(498, 4150, 776, 4428)",278
"(498, 4316, 776, 4594)",278
"(498, 4482, 776, 4760)",278
"(498, 4648, 776, 4926)",278
"(498, 4814, 776, 5092)",278
"(498, 4980, 776, 5258)",278
"(498, 5146, 776, 5424)",278
"(498, 5312, 776, 5590)",278
"(664, 0, 942, 278)",278
"(664, 166, 942, 444)",278
"(664, 332, 942, 610)",278
"(664, 498, 942, 776)",278
"(664, 664, 942, 942)",278
"(664, 830, 942, 1108)",278
"(664, 996, 942, 1274)",278
"(664, 1162, 942, 1440)",278
"(664, 1328, 942, 1606)",278
"(664, 1494, 942, 1772)",278
"(664, 1660, 942, 1938)",278
"(664, 1826, 942, 2104)",278
"(664, 1992, 942, 2270)",278
"(664, 2158, 942, 2436)",278
"(664, 2324, 942, 2602)",278
"(664, 2490, 942, 2768)",278
"(664, 2656, 942, 2934)",278
"(664, 2822, 942, 3100)",278
"(664, 2988, 942, 3266)",278
"(664, 3154, 942, 3432)",278
"(664, 3320, 942, 3598)",278
"(664, 3486, 942, 3764)",278
"(664, 3652, 942, 3930)",278
"(664, 3818, 942, 4096)",278
"(664, 3984, 942, 4262)",278
"(664, 4150, 942, 4428)",278
"(664, 4316, 942, 4594)",278
"(664, 4482, 942, 4760)",278
"(664, 4648, 942, 4926)",278
"(664, 4814, 942, 5092)",278
"(664, 4980, 942, 5258)",278
"(664, 5146, 942, 5424)",278
"(664, 5312, 942, 5590)",278
"(830, 0, 1108, 278)",278
"(830, 166, 1108, 444)",278
"(830, 332, 1108, 610)",278
"(830, 498, 1108, 776)",278
"(830, 664, 1108, 942)",278
"(830, 830, 1108, 1108)",278
"(830, 996, 1108, 1274)",278
"(830, 1162, 1108, 1440)",278
"(830, 1328, 1108, 1606)",278
"(830, 1494, 1108, 1772)",278
"(830, 1660, 1108, 1938)",278
"(830, 1826, 1108, 2104)",278
"(830, 1992, 1108, 2270)",278
"(830, 2158, 1108, 2436)",278
"(830, 2324, 1108, 2602)",278
"(830, 2490, 1108, 2768)",278
"(830, 2656, 1108, 2934)",278
"(830, 2822, 1108, 3100)",278
"(830, 2988, 1108, 3266)",278
"(830, 3154, 1108, 3432)",278
"(830, 3320, 1108, 3598)",278
"(830, 3486, 1108, 3764)",278
"(830, 3652, 1108, 3930)",278
"(830, 3818, 1108, 4096)",278
"(830, 3984, 1108, 4262)",278
"(830, 4150, 1108, 4428)",278
"(830, 4316, 1108, 4594)",278
"(830, 4482, 1108, 4760)",278
"(830, 4648, 1108, 4926)",278
"(830, 4814, 1108, 5092)",278
"(830, 4980, 1108, 5258)",278
"(830, 5146, 1108, 5424)",278
"(830, 5312, 1108, 5590)",278
"(996, 0, 1274, 278)",278
"(996, 166, 1274, 444)",278
"(996, 332, 1274, 610)",278
"(996, 498, 1274, 776)",278
"(996, 664, 1274, 942)",278
"(996, 830, 1274, 1108)",278
"(996, 996, 1274, 1274)",278
"(996, 1162, 1274, 1440)",278
"(996, 1328, 1274, 1606)",278
"(996, 1494, 1274, 1772)",278
"(996, 1660, 1274, 1938)",278
"(996, 1826, 1274, 2104)",278
"(996, 1992, 1274, 2270)",278
"(996, 2158, 1274, 2436)",278
"(996, 2324, 1274, 2602)",278
"(996, 2490, 1274, 2768)",278
"(996, 2656, 1274, 2934)",278
"(996, 2822, 1274, 3100)",278
"(996, 2988, 1274, 3266)",278
"(996, 3154, 1274, 3432)",278
"(996, 3320, 1274, 3598)",278
"(996, 3486, 1274, 3764)",278
"(996, 3652, 1274, 3930)",278
"(996, 3818, 1274, 4096)",278
"(996, 3984, 1274, 4262)",278
"(996, 4150, 1274, 4428)",278
"(996, 4316, 1274, 4594)",278
"(996, 4482, 1274, 4760)",278
"(996, 4648, 1274, 4926)",278
"(996, 4814, 1274, 5092)",278
"(996, 4980, 1274, 5258)",278
"(996, 5146, 1274, 5424)",278
"(996, 5312, 1274, 5590)",278
"(1162, 0, 1440, 278)",278
"(1162, 166, 1440, 444)",278
"(1162, 332, 1440, 610)",278
"(1162, 498, 1440, 776)",278
"(1162, 664, 1440, 942)",278
"(1162, 830, 1440, 1108)",278
"(1162, 996, 1440, 1274)",278
"(1162, 1162, 1440, 1440)",278
"(1162, 1328, 1440, 1606)",278
"(1162, 1494, 1440, 1772)",278
"(1162, 1660, 1440, 1938)",278
"(1162, 1826, 1440, 2104)",278
"(1162, 1992, 1440, 2270)",278
"(1162, 2158, 1440, 2436)",278
"(1162, 2324, 1440, 2602)",278
"(1162, 2490, 1440, 2768)",278
"(1162, 2656, 1440, 2934)",278
"(1162, 2822, 1440, 3100)",278
"(1162, 2988, 1440, 3266)",278
"(1162, 3154, 1440, 3432)",278
"(1162, 3320, 1440, 3598)",278
"(1162, 3486, 1440, 3764)",278
"(1162, 3652, 1440, 3930)",278
"(1162, 3818, 1440, 4096)",278
"(1162, 3984, 1440, 4262)",278
"(1162, 4150, 1440, 4428)",278
"(1162, 4316, 1440, 4594)",278
"(1162, 4482, 1440, 4760)",278
"(1162, 4648, 1440, 4926)",278
"(1162, 4814, 1440, 5092)",278
"(1162, 4980, 1440, 5258)",278
"(1162, 5146, 1440, 5424)",278
"(1162, 5312, 1440, 5590)",278
"(1328, 0, 1606, 278)",278
"(1328, 166, 1606, 444)",278
"(1328, 332, 1606, 610)",278
"(1328, 498, 1606, 776)",278
"(1328, 664, 1606, 942)",278
"(1328, 830, 1606, 1108)",278
"(1328, 996, 1606, 1274)",278
"(1328, 1162, 1606, 1440)",278
"(1328, 1328, 1606, 1606)",278
"(1328, 1494, 1606, 1772)",278
"(1328, 1660, 1606, 1938)",278
"(1328, 1826, 1606, 2104)",278
"(1328, 1992, 1606, 2270)",278
"(1328, 2158, 1606, 2436)",278
"(1328, 2324, 1606, 2602)",278
"(1328, 2490, 1606, 2768)",278
"(1328, 2656, 1606, 2934)",278
"(1328, 2822, 1606, 3100)",278
"(1328, 2988, 1606, 3266)",278
"(1328, 3154, 1606, 3432)",278
"(1328, 3320, 1606, 3598)",278
"(1328, 3486, 1606, 3764)",278
"(1328, 3652, 1606, 3930)",278
"(1328, 3818, 1606, 4096)",278
"(1328, 3984, 1606, 4262)",278
"(1328, 4150, 1606, 4428)",278
"(1328, 4316, 1606, 4594)",278
"(1328, 4482, 1606, 4760)",278
"(1328, 4648, 1606, 4926)",278
"(1328, 4814, 1606, 5092)",278
"(1328, 4980, 1606, 5258)",278
"(1328, 5146, 1606, 5424)",278
"(1328, 5312, 1606, 5590)",278
"(1494, 0, 1772, 278)",278
"(1494, 166, 1772, 444)",278
"(1494, 332, 1772, 610)",278
"(1494, 498, 1772, 776)",278
"(1494, 664, 1772, 942)",278
"(1494, 830, 1772, 1108)",278
"(1494, 996, 1772, 1274)",278
"(1494, 1162, 1772, 1440)",278
"(1494, 1328, 1772, 1606)",278
"(1494, 1494, 1772, 1772)",278
"(1494, 1660, 1772, 1938)",278
"(1494, 1826, 1772, 2104)",278
"(1494, 1992, 1772, 2270)",278
"(1494, 2158, 1772, 2436)",278
"(1494, 2324, 1772, 2602)",278
"(1494, 2490, 1772, 2768)",278
"(1494, 2656, 1772, 2934)",278
"(1494, 2822, 1772, 3100)",278
"(1494, 2988, 1772, 3266)",278
"(1494, 3154, 1772, 3432)",278
"(1494, 3320, 1772, 3598)",278
"(1494, 3486, 1772, 3764)",278
"(1494, 3652, 1772, 3930)",278
"(1494, 3818, 1772, 4096)",278
"(1494, 3984, 1772, 4262)",278
"(1494, 4150, 1772, 4428)",278
"(1494, 4316, 1772, 4594)",278
"(1494, 4482, 1772, 4760)",278
"(1494, 4648, 1772, 4926)",278
"(1494, 4814, 1772, 5092)",278
"(1494, 4980, 1772, 5258)",278
"(1494, 5146, 1772, 5424)",278
"(1494, 5312, 1772, 5590)",278
"(1660, 0, 1938, 278)",278
"(1660, 166, 1938, 444)",278
"(1660, 332, 1938, 610)",278
"(1660, 498, 1938, 776)",278
"(1660, 664, 1938, 942)",278
"(1660, 830, 1938, 1108)",278
"(1660, 996, 1938, 1274)",278
"(1660, 1162, 1938, 1440)",278
"(1660, 1328, 1938, 1606)",278
"(1660, 1494, 1938, 1772)",278
"(1660, 1660, 1938, 1938)",278
"(1660, 1826, 1938, 2104)",278
"(1660, 1992, 1938, 2270)",278
"(1660, 2158, 1938, 2436)",278
"(1660, 2324, 1938, 2602)",278
"(1660, 2490, 1938, 2768)",278
"(1660, 2656, 1938, 2934)",278
"(1660, 2822, 1938, 3100)",278
"(1660, 2988, 1938, 3266)",278
"(1660, 3154, 1938, 3432)",278
"(1660, 3320, 1938, 3598)",278
"(1660, 3486, 1938, 3764)",278
"(1660, 3652, 1938, 3930)",278
"(1660, 3818, 1938, 4096)",278
"(1660, 3984, 1938, 4262)",278
"(1660, 4150, 1938, 4428)",278
"(1660, 4316, 1938, 4594)",278
"(1660, 4482, 1938, 4760)",278
"(1660, 4648, 1938, 4926)",278
"(1660, 4814, 1938, 5092)",278
"(1660, 4980, 1938, 5258)",278
"(1660, 5146, 1938, 5424)",278
"(1660, 5312, 1938, 5590)",278
"(0, 0, 416, 416)",416
"(0, 250, 416, 666)",416
"(0, 500, 416, 916)",416
"(0, 750, 416, 1166)",416
"(0, 1000, 416, 1416)",416
"(0, 1250, 416, 1666)",416
"(0, 1500, 416, 1916)",416
"(0, 1750, 416, 2166)",416
"(0, 2000, 416, 2416)",416
"(0, 2250, 416, 2666)",416
"(0, 2500, 416, 2916)",416
"(0, 2750, 416, 3166)",416
"(0, 3000, 416, 3416)",416
"(0, 3250, 416, 3666)",416
"(0, 3500, 416, 3916)",416
"(0, 3750, 416, 4166)",416
"(0, 4000, 416, 4416)",416
"(0, 4250, 416, 4666)",416
"(0, 4500, 416, 4916)",416
"(0, 4750, 416, 5166)",416
"(0, 5000, 416, 5416)",416
"(250, 0, 666, 416)",416
"(250, 250, 666, 666)",416
"(250, 500, 666, 916)",416
"(250, 750, 666, 1166)",416
"(250, 1000, 666, 1416)",416
"(250, 1250, 666, 1666)",416
"(250, 1500, 666, 1916)",416
"(250, 1750, 666, 2166)",416
"(250, 2000, 666, 2416)",416
"(250, 2250, 666, 2666)",416
"(250, 2500, 666, 2916)",416
"(250, 2750, 666, 3166)",416
"(250, 3000, 666, 3416)",416
"(250, 3250, 666, 3666)",416
"(250, 3500, 666, 3916)",416
"(250, 3750, 666, 4166)",416
"(250, 4000, 666, 4416)",416
"(250, 4250, 666, 4666)",416
"(250, 4500, 666, 4916)",416
"(250, 4750, 666, 5166)",416
"(250, 5000, 666, 5416)",416
"(500, 0, 916, 416)",416
"(500, 250, 916, 666)",416
"(500, 500, 916, 916)",416
"(500, 750, 916, 1166)",416
"(500, 1000, 916, 1416)",416
"(500, 1250, 916, 1666)",416
"(500, 1500, 916, 1916)",416
"(500, 1750, 916, 2166)",416
"(500, 2000, 916, 2416)",416
"(500, 2250, 916, 2666)",416
"(500, 2500, 916, 2916)",416
"(500, 2750, 916, 3166)",416
"(500, 3000, 916, 3416)",416
"(500, 3250, 916, 3666)",416
"(500, 3500, 916, 3916)",416
"(500, 3750, 916, 4166)",416
"(500, 4000, 916, 4416)",416
"(500, 4250, 916, 4666)",416
"(500, 4500, 916, 4916)",416
"(500, 4750, 916, 5166)",416
"(500, 5000, 916, 5416)",416
"(750, 0, 1166, 416)",416
"(750, 250, 1166, 666)",416
"(750, 500, 1166, 916)",416
"(750, 750, 1166, 1166)",416
"(750, 1000, 1166, 1416)",416
"(750, 1250, 1166, 1666)",416
"(750, 1500, 1166, 1916)",416
"(750, 1750, 1166, 2166)",416
"(750, 2000, 1166, 2416)",416
"(750, 2250, 1166, 2666)",416
"(750, 2500, 1166, 2916)",416
"(750, 2750, 1166, 3166)",416
"(750, 3000, 1166, 3416)",416
"(750, 3250, 1166, 3666)",416
"(750, 3500, 1166, 3916)",416
"(750, 3750, 1166, 4166)",416
"(750, 4000, 1166, 4416)",416
"(750, 4250, 1166, 4666)",416
"(750, 4500, 1166, 4916)",416
"(750, 4750, 1166, 5166)",416
"(750, 5000, 1166, 5416)",416
"(1000, 0, 1416, 416)",416
"(1000, 250, 1416, 666)",416
"(1000, 500, 1416, 916)",416
"(1000, 750, 1416, 1166)",416
"(1000, 1000, 1416, 1416)",416
"(1000, 1250, 1416, 1666)",416
"(1000, 1500, 1416, 1916)",416
"(1000, 1750, 1416, 2166)",416
"(1000, 2000, 1416, 2416)",416
"(1000, 2250, 1416, 2666)",416
"(1000, 2500, 1416, 2916)",416
"(1000, 2750, 1416, 3166)",416
"(1000, 3000, 1416, 3416)",416
"(1000, 3250, 1416, 3666)",416
"(1000, 3500, 1416, 3916)",416
"(1000, 3750, 1416, 4166)",416
"(1000, 4000, 1416, 4416)",416
"(1000, 4250, 1416, 4666)",416
"(1000, 4500, 1416, 4916)",416
"(1000, 4750, 1416, 5166)",416
"(1000, 5000, 1416, 5416)",416
"(1250, 0, 1666, 416)",416
"(1250, 250, 1666, 666)",416
"(1250, 500, 1666, 916)",416
"(1250, 750, 1666, 1166)",416
"(1250, 1000, 1666, 1416)",416
"(1250, 1250, 1666, 1666)",416
"(1250, 1500, 1666, 1916)",416
"(1250, 1750, 1666, 2166)",416
"(1250, 2000, 1666, 2416)",416
"(1250, 2250, 1666, 2666)",416
"(1250, 2500, 1666, 2916)",416
"(1250, 2750, 1666, 3166)",416
"(1250, 3000, 1666, 3416)",416
"(1250, 3250, 1666, 3666)",416
"(1250, 3500, 1666, 3916)",416
"(1250, 3750, 1666, 4166)",416
"(1250, 4000, 1666, 4416)",416
"(1250, 4250, 1666, 4666)",416
"(1250, 4500, 1666, 4916)",416
"(1250, 4750, 1666, 5166)",416
"(1250, 5000, 1666, 5416)",416
"(1500, 0, 1916, 416)",416
"(1500, 250, 1916, 666)",416
"(1500, 500, 1916, 916)",416
"(1500, 750, 1916, 1166)",416
"(1500, 1000, 1916, 1416)",416
"(1500, 1250, 1916, 1666)",416
"(1500, 1500, 1916, 1916)",416
"(1500, 1750, 1916, 2166)",416
"(1500, 2000, 1916, 2416)",416
"(1500, 2250, 1916, 2666)",416
"(1500, 2500, 1916, 2916)",416
"(1500, 2750, 1916, 3166)",416
"(1500, 3000, 1916, 3416)",416
"(1500, 3250, 1916, 3666)",416
"(1500, 3500, 1916, 3916)",416
"(1500, 3750, 1916, 4166)",416
"(1500, 4000, 1916, 4416)",416
"(1500, 4250, 1916, 4666)",416
"(1500, 4500, 1916, 4916)",416
"(1500, 4750, 1916, 5166)",416
"(1500, 5000, 1916, 5416)",416
